kepid,koi_period,koi_time0bk,koi_time0,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
4796,0.3881957471469694,131.6452640415562,2454964.6450007497,0.7945504934455018,0.11957604243815488,-0.6185474943013102,1.056099879092039,0.0454625237824829,-0.0454625237824829,273.5429955850228,7.486331387118442,-7.486331387118442,0.01932164611930012,0.0024985091426788183,-0.004364975491285882,2.545704480084077,2.439757045829743,-1.5395810128267482,1.605598939046128,0.17966203360820054,-0.11711978780922562,0.009764363571651478,52.531964910542094,1989.4423554535308,3751.698241457154,1403.4886583408424,-806.9349111901874,2.2371040985692443,0.7016898319589973,-0.7016898319589973,0.16276222386806374,0.5552565892192997,3.346163181620261,14.012199693278092,57.97348753888957,1,1960.3218178582574,0.9682390910708714,5082.606839933143,131.17048276799554,-122.78032184533035,4.594644385502563,0.0261866313015376,-0.07508449159794987,0.7642872714330295,0.08447465252061503,-0.0506274871829727,0.8408971105103643,0.05089861008246016,-0.07342395756184512,0.00025422457989749325,CONFIRMED
4797,15.218285824596943,141.50701006925743,2454974.506837027,0.2468240703532393,0.20548035922703478,-0.2468240703532393,4.927720850631145,0.2845240282476743,-0.2845240282476743,57.06938990007891,5.069557041972591,-5.069557041972591,0.0068873798587616285,0.0003676094859426495,-0.0003903905140573505,1.3824520508258287,0.3558414692395281,-0.5079612435019442,0.9930422065290698,0.1656519013990864,-0.17521730046636214,0.12403056831444767,89.44304638507641,841.9997910726329,119.21335980813622,54.213384879420275,-45.46216673684261,24.208178025322262,5.426034270490035,-5.426034270490035,0.2619825741772176,0.40876094859426493,3.1125048349374955,10.439415790277994,12.752152111926911,1,85.91287088608804,0.5148708109262667,5845.087338041279,104.52173004663621,-122.26096948700166,4.236043460093272,0.14978249060627077,-0.11021750939372923,1.3220875469686462,0.2161738403730897,-0.2386525281811877,1.0987400751498337,0.08986941079281563,-0.09013079813455147,0.5504306313127494,CONFIRMED
4798,9.353975808892308,161.63542639334273,2454994.635196114,0.02331469302375817,0.41059429766738564,-0.02331469302375817,3.2622245543326014,0.06660893557127288,-0.06660893557127288,1001.8393651295914,26.42302604319608,-26.42302604319608,0.028497673807138253,0.000966978065053987,-0.0005453706139524837,2.4915651804767998,0.14863759855658726,-0.7821988007849916,2.6659429766738563,0.5393695115550654,-0.3285306976241831,0.08141606348704085,89.94,772.4194069654412,84.6373351112304,54.46147957300099,-27.166238740604253,22.53573465118791,1.337061395248366,-1.337061395248366,0.2176977513855278,0.47518415699244276,7.911813789428231,48.518048776935075,46.156031168467315,1,142.91611860691177,0.7343234745356535,5400.7406767062585,166.6573465118791,-166.6573465118791,4.488308116306699,0.08390186277537584,-0.12958716975161766,0.8570065767170588,0.1745800418358497,-0.1042724767278595,0.8229720395356372,0.10422368371490197,-0.0735455046544281,0.06479057211663397,CONFIRMED
4799,11.570625399450652,138.68031724066577,2454971.6803649715,0.47034769267633253,0.1941420623518329,-0.35621546994994946,2.8936384507787607,0.05549387527934252,-0.05549387527934252,1267.9020489943669,29.322774165370774,-29.322774165370774,0.03421928935430418,0.0019311508686600805,-0.0029174852563154524,2.410744710375841,2.2087892125376403,-0.8219242801634867,2.5971020044694804,0.2167755011173701,-0.1461306013408441,0.09021640623688246,88.8233634297756,585.2734743854464,28.11067033368177,7.799673496647889,-5.032750957709854,24.28946971033336,6.316244098328568,-6.316244098328568,0.11100653006704221,0.6231644089083757,8.318146245745746,45.06625054849192,50.798043206131666,2,101.1934699329578,0.29869530113266257,4759.952645882722,110.37142539107953,-117.38775055868504,4.622386939865915,0.02135510022347402,-0.0464032650335211,0.6947420400893896,0.05788734521230032,-0.03716163029051622,0.7497093897541786,0.04737142539107953,-0.05588734521230032,0.47858851672656794,CONFIRMED
4800,9.900494181208234,132.24265052489034,2454965.2422408806,0.222970433980739,0.3051577370406519,-0.19442711080062972,4.129266755344384,0.15949110185832022,-0.15949110185832022,101.11387732290027,6.001186418890638,-6.001186418890638,0.009405613435238262,0.00041584693307250667,-0.0005286443576918234,0.9363833410982054,0.6226064240101605,-0.3574878805812446,1.1089205477155293,0.16502966047226597,-0.14754449070839895,0.08864602738577645,89.09709327371795,885.4733055749606,145.49961789017686,62.67001073075284,-42.962158904568945,16.576322101439022,2.7652435936846005,-2.7652435936846005,0.2622,0.4035,4.616064000068497,15.651921327525377,19.032976777979442,1,135.48516976386702,0.7365566484839893,5762.090148945087,113.49110185832022,-114.87425848819335,4.351587182897861,0.12376631325974627,-0.1092455509291601,1.0750474567556254,0.16163463965348643,-0.13628114349587925,0.9458742584881933,0.07275444907083989,-0.057,0.33283992790276884,CONFIRMED
4801,2.1592317011529953,171.7757940647705,2455004.7756211846,0.7956895262164697,0.06925245283395193,-0.5485132025549637,1.1842453078753699,0.040005847311213254,-0.040005847311213254,809.6575371948072,25.440742415416867,-25.440742415416867,0.031129082753649673,0.0005568292602502291,-0.004740886139933071,1.7787717635527058,15.32280797511974,-0.515170848940266,1.9342598453959035,0.09601856038542168,-0.1146914138472289,0.027309883800139757,83.81032972327313,840.0491929194217,119.76727946215135,23.40763394576145,-22.03334618080687,7.443172175217976,3.192698727428638,-3.192698727428638,0.11496329407350964,0.6245258941070796,4.416310294701508,30.390087682522516,38.4222272462506,1,509.0273884155784,0.4978385913851794,4158.953599036446,82.26542930763856,-90.07099742326506,4.693222272462506,0.02413271465381928,-0.026070997423265057,0.5691758714989518,0.029601856038542165,-0.03260185603854217,0.5821141542683975,0.027796287922915663,-0.03646914138472289,0.0,CONFIRMED
4802,29.10763002212644,146.9063729170852,2454979.9065245907,0.012722508344472713,0.3878372715008576,-0.012722508344472713,5.823463460126958,0.09331089056234097,-0.09331089056234097,972.8468645694091,25.914318869580626,-25.914318869580626,0.028253243562249366,0.0008476214274584489,-0.0003996837824040336,1.346901875066635,0.05026309144271304,-0.36530081076703724,3.5854059370822733,0.5183247496658185,-0.561147631563849,0.1831186003838055,89.97712915275922,636.7273048787484,38.88182621968712,15.980753298834795,-12.96032514741231,39.19730722114715,1.517701200209971,-1.517701200209971,0.2604870847240788,0.4087243915915597,8.590184660317762,38.61708125099301,50.08674653714445,2,43.296677792630284,0.2179330806072039,5722.090780485006,114.71291527592122,-103.56937291388182,4.292914016049269,0.13036827214053343,-0.09553100063967582,1.1633346964006033,0.16734908600343043,-0.18276532348672136,0.9663922548119122,0.07785166110368485,-0.0631339492934879,0.2046933754725851,CONFIRMED
4803,4.408387251683633,183.8035417296436,2455016.804007591,0.14882020188091716,0.3371034146650283,-0.13347424882226178,2.4496042901905892,0.03609938822138743,-0.03609938822138743,447.0,8.37772999750232,-8.37772999750232,0.01897611688009951,0.0006810763834540546,-0.0005156346959297839,2.5077743037515017,0.2828510947503915,-0.8355289349780041,1.4346738853099947,0.11060180208073159,-0.041805406242194754,0.047838414478568264,89.19484666833179,808.3841447856827,100.63901295513838,25.68060180208073,-13.415675780274343,13.531648106900253,1.0019589930584547,-1.0019589930584547,0.11138353300707007,0.6228174755389155,6.799003958486162,48.28371362679103,60.905728759054085,4,293.78738543487896,0.5331254031460742,4808.388112459413,95.30090104036579,-95.30090104036579,4.629736215630464,0.01236108124843895,-0.04787963958385368,0.6937452260341216,0.053578738543487894,-0.021481441664585266,0.7758796395838538,0.03130090104036579,-0.052699098959634205,0.003647929155218964,CONFIRMED
4804,19.102956059558075,143.57067237950656,2454976.5705870376,0.1010781626293504,0.35385343304401495,-0.1010781626293504,4.327280582500331,0.2853485699272611,-0.2853485699272611,91.40846788542304,7.526710108165866,-7.526710108165866,0.008580758899679445,0.0005307752383454565,-0.0004017231406156256,3.260571179063475,0.31812413183911703,-1.6947685239328707,0.9996417679776474,0.11807819469855849,-0.12882740021370354,0.1387850223035387,89.84807819469856,658.3127146558178,45.71531280777562,14.254301991189042,-12.571696784005411,35.866122685850435,5.104561357415911,-5.104561357415911,0.22522866497562982,0.4680576541590432,3.5925411648353855,10.499565001298693,13.985667512185087,1,76.85015889697098,0.5617528102838143,5429.068404326635,77.27361730653853,-76.72638269346147,4.4107523834545646,0.06635181200509702,-0.07387622379649048,1.0811043237364941,0.12209122714831824,-0.14557984780668448,0.9910325811243994,0.04536157030781278,-0.08347231406156255,0.17869062362964233,CONFIRMED
4805,34.26630239012008,178.7753876641219,2455011.7756158775,0.7532406059597939,0.07738167450686576,-0.5161946821492307,6.716672577546113,0.18786598540192617,-0.18786598540192617,695.2300593637262,14.02056690562086,-14.02056690562086,0.02766388947307208,0.0010404192480594678,-0.003028875849516083,0.23516017835200087,0.8950535436740577,-0.07368027690031123,3.705385629480391,0.6448714568398697,-0.45110964630610173,0.21229525377094732,87.90783564192269,660.2896067302843,45.509263913747596,22.15418590201325,-13.594482538068762,22.342195347832043,8.393096017533662,-8.393096017533662,0.3032410019787909,0.3232829488002832,15.273431203361366,69.30203824948757,56.8518347769502,1,39.78620084128553,0.4668495055631038,6209.726653474728,111.0,-136.0,4.297308503584313,0.10068336631318123,-0.11616238189466233,1.2276739178861669,0.21600813010250586,-0.1500676774690639,1.0850852559985842,0.10397429136797393,-0.06843572841993481,0.16258756371852948,CONFIRMED
4806,21.491098063226957,141.0518947444277,2454974.052318958,0.14374350235427102,0.39826986112526336,-0.10475524201479153,5.525240330249598,0.19047570876945205,-0.19047570876945205,152.79415235581126,9.435528638693459,-9.435528638693459,0.011225179635200557,0.0005253960424076834,-0.00039829680994504736,1.5961158986603055,0.9515853030368561,-0.5345943103449299,1.3489707617790565,0.21565047251296804,-0.20188349083765603,0.14582894272261307,89.76640800392892,681.1125959421705,51.303117972435956,22.55510484029583,-16.915629797108522,30.734596121673277,5.116302408299548,-5.116302408299548,0.23202194329844383,0.45405028794499513,5.896982257242019,16.329498618053893,20.203499712084625,2,63.01358534024962,0.9134549323576595,5605.856320157157,105.03108390067274,-96.10292382209437,4.306650472512969,0.16121943298443836,-0.11124660366493759,1.1032466036649378,0.17373981099481278,-0.17053787657079755,0.8997358977746392,0.07049320732987518,-0.0445650472512968,0.018520378010374434,CONFIRMED
4807,57.403514229587415,155.90456571351115,2454988.9046453694,0.133394340486592,0.42888106098261825,-0.07740687125973428,7.02442617356672,0.11499170180704224,-0.11499170180704224,574.6134568041319,18.952581027711595,-18.952581027711595,0.022003157994355982,0.0005762003201578266,-0.000573591493508643,1.7838379123828554,0.6367668835960987,-0.3663928013495163,2.7323317899483506,0.5407511575387371,-0.3450078317332139,0.299090455618226,89.90117372670738,514.3474189722884,16.568231750418153,9.362722687759248,-5.122754359117003,64.26031132184174,6.813938237093467,-6.813938237093467,0.2850460092603099,0.36413505516655736,8.4879471089818,25.332396135065398,36.82457097679773,6,18.422534726162112,0.4117790247319827,5979.15179785439,126.91861885955515,-149.3035957087804,4.3619514776965636,0.09438810954251083,-0.14441783568623376,1.1399749728962054,0.22380124618881625,-0.1441189390173817,1.0814632252963845,0.10111267363081056,-0.09453520835697268,0.05423474534147783,CONFIRMED
4808,88.28771057914422,142.30010814932018,2454975.299800916,0.28555907813212783,0.15925462804078175,-0.28555907813212783,5.651927274304754,0.08423068137562835,-0.08423068137562835,952.2493107583374,22.162189841251827,-22.162189841251827,0.027978468688185234,0.0006030244193981409,-0.0007893097673737904,3.803154628581066,0.8694641879675081,-0.7709330799366142,3.241589208114426,0.547835761906113,-0.5018905079374087,0.369980090459394,89.8718629382709,406.83556525525654,6.758708158691426,2.841752659604887,-2.110163451490461,116.04611653294683,26.986864885506172,-26.986864885506172,0.21806577389789739,0.4782607916928409,12.123203770455865,36.192281051698515,44.07534462083131,3,17.49862151667478,0.5116717011834628,5374.443875485379,79.84383615520782,-73.09314691354521,4.331682158377115,0.15556439541457218,-0.12125482469163826,1.0619452539687044,0.1778822370374574,-0.16425482469163824,0.8817835761906113,0.06253150846562348,-0.0363753446208313,0.0016876723104156523,CONFIRMED
4809,6.8932525832436005,172.43403175009072,2455005.434257724,0.0833066331737879,0.3165947731995066,-0.0833066331737879,4.1776865010061535,0.051784125726627044,-0.051784125726627044,996.9122586669657,16.96673803198385,-16.96673803198385,0.028957276512244477,0.0005835465468659116,-0.0003699496327068895,0.8779084637394967,0.05858443966312363,-0.21488467352633547,3.3528385810668757,1.0993824517333932,-0.36469122586669656,0.0741148960919816,89.51840722026392,1032.2714000933797,268.40261913271655,261.43740817672233,-85.43144143760907,12.963189786646705,0.9314995385081679,-0.9314995385081679,0.2987408438239767,0.33583683880004483,8.371563904463247,62.92552139193522,75.16723449748422,1,168.75298069335724,0.35710330921208927,6175.531947893088,175.6419290533438,-229.61754826660686,4.443876490346679,0.05775298069335726,-0.21459263223999103,1.0612226385199057,0.3483087741333034,-0.11635807094665619,1.1410872060931554,0.1419382451733393,-0.16291386438660235,0.0,CONFIRMED
4810,8.110055614453175,138.54918637472343,2454971.5490218294,0.7177929854665853,0.11504296780721063,-0.5000766012491751,1.8601421507742368,0.039295778712409316,-0.039295778712409316,959.1210789189934,23.372750363486475,-23.372750363486475,0.03073120577986041,0.002571568536875685,-0.0027804929657474146,4.056189714097231,7.412848051086412,-1.894672491155759,2.939266936656408,0.25319514018465633,-0.20806369677951222,0.07537697165107717,88.29267691587712,791.633468328204,92.75809664592768,24.37941037360413,-17.052833405929892,24.194161986484396,11.088165013570004,-11.088165013570004,0.1914,0.5167,7.535250551271551,40.20899272263345,47.0089985460541,1,166.46056697845677,0.6142773286615189,5266.874116303583,87.5553572164213,-76.29878504616408,4.4922773011425585,0.06219919003077606,-0.07017846105847451,0.8747697165107716,0.0761784610584745,-0.06156572170257206,0.8680573821394811,0.051979271027698455,-0.04184302284513082,0.039081130836997824,CONFIRMED
4811,71.86488988436358,167.13305057414314,2455000.1332893004,0.16643922136178754,0.4256822018540578,-0.10899525329789038,5.4217424541847965,0.2070648649722686,-0.2070648649722686,736.9351350277315,39.370224127744414,-39.370224127744414,0.024665303423979035,0.0037030711806619555,-0.0010258425172411482,3.4700462275891404,0.7483198226677774,-1.764133052014787,2.583189848214696,0.27957547802172544,-0.29936321703258817,0.31932270944332297,89.85468754189392,410.87145673099025,6.9701469938351295,2.0493513502773144,-1.7555247190952064,98.11013914889725,12.161437019297068,-12.161437019297068,0.19002134476646645,0.518972228070083,7.149608022780723,18.95004122121037,21.33826631182108,1,18.318984821469613,0.5421490898842675,5322.702241277444,80.5318391483706,-77.72346737635785,4.407616150206262,0.10902181943667742,-0.07565978907961667,0.959681608516294,0.1045324324861343,-0.11272406071412154,0.8586379696429393,0.06191509560434509,-0.03504245219782746,0.41642155528945607,CONFIRMED
4812,64.72673293161321,159.28332380055872,2454992.2836824413,0.02189427935779408,0.4213836764962885,-0.02189427935779408,8.04867581138071,0.21135347059851542,-0.21135347059851542,289.39588204453764,14.52236468326609,-14.52236468326609,0.015462954873481198,0.0006281844407601258,-0.0004734080875927867,1.0633389423495418,0.059080448752288184,-0.406045665207093,1.5898489705111345,0.3823264700742294,-0.14,0.3149158797772229,89.97676735299258,461.0816175185573,10.874263959151603,7.731214395367917,-2.7830526435121827,61.51982125295467,3.2954691153340323,-3.2954691153340323,0.2917966896701589,0.3472948280406366,6.161595444112352,18.33694032819933,23.11812353866387,1,17.646529401484585,0.4450994205198725,5960.217544058536,130.48039696373243,-161.75835281781505,4.489335470248991,0.048706941197030826,-0.16132936747486684,0.9513804711228014,0.22163752922672256,-0.08275225004369051,1.0112808532547202,0.0968489705111344,-0.104126926365217,0.308722352118767,CONFIRMED
